Datetime_UTC,Transmitter,Latitude,Longitude
7/29/2017 20:29,17784,42.28877,-71.018051
7/29/2017 20:59,17784,42.28877,-71.018051
7/29/2017 21:29,17784,42.2867833333333,-71.0121238888889
7/29/2017 21:59,17784,42.287335,-71.013090625
7/29/2017 22:29,17784,42.2892414285714,-71.0136363571429
7/29/2017 22:59,17784,42.28877,-71.018051
7/29/2017 23:29,17784,42.28877,-71.018051
7/29/2017 23:59,17784,42.2887866666667,-71.0117621666667
7/30/2017 0:29,17784,42.2883081818182,-71.0156853636364
7/30/2017 0:59,17784,42.2859,-71.00813025
7/30/2017 1:29,17784,42.2892211111111,-71.0097381111111
7/30/2017 1:59,17784,42.2893566666667,-71.0125572222222
7/30/2017 2:29,17784,42.2889983333333,-71.0128464166667
7/30/2017 2:59,17784,42.2880883333333,-71.012168875
7/30/2017 3:29,17784,42.2890190909091,-71.0123732727273
7/30/2017 3:59,17784,42.28921,-71.0139306666667
7/30/2017 4:29,17784,42.2889585714286,-71.0162851428571
7/30/2017 4:59,17784,42.2890528571429,-71.0154022142857
7/30/2017 5:29,17784,42.2889585714286,-71.0162851428571
7/30/2017 5:59,17784,42.2889730769231,-71.0161493076923
7/30/2017 6:29,17784,42.28899,-71.0159908333333
7/30/2017 6:59,17784,42.2890528571429,-71.0154022142857
7/30/2017 7:29,17784,42.2889585714286,-71.0162851428571
7/30/2017 7:59,17784,42.2883081818182,-71.0156853636364
7/30/2017 8:29,17784,42.2890746153846,-71.0151984615385
7/30/2017 8:59,17784,42.2884566666667,-71.0148524166667
7/30/2017 9:29,17784,42.288902,-71.0168149
7/30/2017 9:59,17784,42.28943,-71.0118705
7/30/2017 10:29,17784,42.28877,-71.018051
7/30/2017 10:59,17784,42.2890175,-71.0157333125
7/30/2017 11:29,17784,42.289265,-71.013415625
7/30/2017 11:59,17784,42.28921,-71.0139306666667
7/30/2017 12:29,17784,42.289298,-71.0131066
7/30/2017 12:59,17784,42.288865,-71.0125618125
7/30/2017 13:29,17784,42.287578,-71.0144947333333
7/30/2017 13:59,17784,42.288282,-71.0079022
7/30/2017 14:29,17784,42.28237,-71.00439
7/30/2017 14:59,17784,42.2871207692308,-71.00519
7/30/2017 16:29,17784,42.28877,-71.018051
7/30/2017 16:59,17784,42.28877,-71.018051
7/30/2017 17:29,17784,42.2889585714286,-71.0162851428571
7/30/2017 17:59,17784,42.288935,-71.016505875
7/30/2017 18:29,17784,42.2889166666667,-71.0166775555556
7/30/2017 18:59,17784,42.28901,-71.0158035454545
7/30/2017 19:29,17784,42.28889,-71.0169272727273
7/30/2017 19:59,17784,42.28921,-71.0139306666667
7/30/2017 20:29,17784,42.2890746153846,-71.0151984615385
7/30/2017 20:59,17784,42.28877,-71.018051
7/30/2017 21:29,17784,42.28877,-71.018051
7/30/2017 21:59,17784,42.28877,-71.018051
7/30/2017 22:29,17784,42.288935,-71.016505875
7/30/2017 22:59,17784,42.28877,-71.018051
7/30/2017 23:29,17784,42.28877,-71.018051
7/30/2017 23:59,17784,42.28877,-71.018051
7/31/2017 0:29,17784,42.28877,-71.018051
7/31/2017 0:59,17784,42.28877,-71.018051
7/31/2017 1:29,17784,42.28877,-71.018051
7/31/2017 1:59,17784,42.28877,-71.018051
7/31/2017 2:29,17784,42.28877,-71.018051
7/31/2017 2:59,17784,42.2888544444444,-71.0131717222222
7/31/2017 3:29,17784,42.288018,-71.0103744
7/31/2017 3:59,17784,42.2857966666667,-71.0066448
7/31/2017 4:29,17784,42.2879784210526,-71.0099703684211
7/31/2017 4:59,17784,42.2882795652174,-71.0130445217391
7/31/2017 5:29,17784,42.2880442857143,-71.0143335714286
7/31/2017 5:59,17784,42.289034,-71.0155788
7/31/2017 6:29,17784,42.2886264705882,-71.0150660588235
7/31/2017 6:59,17784,42.28877,-71.018051
7/31/2017 7:29,17784,42.2891,-71.01496075
7/31/2017 7:59,17784,42.2890175,-71.0157333125
7/31/2017 8:29,17784,42.2885193333333,-71.0154921333333
7/31/2017 8:59,17784,42.2886344444444,-71.0152318888889
7/31/2017 9:29,17784,42.28877,-71.018051
7/31/2017 9:59,17784,42.2888642857143,-71.0171680714286
7/31/2017 10:29,17784,42.2891761538462,-71.0142476153846
7/31/2017 10:59,17784,42.2885014285714,-71.0153093571429
7/31/2017 11:29,17784,42.2885666666667,-71.0138223333333
7/31/2017 11:59,17784,42.288135,-71.01479825
7/31/2017 12:29,17784,42.28813,-71.0166849
7/31/2017 12:59,17784,42.28809,-71.0130967692308
7/31/2017 13:29,17784,42.289034,-71.0155788
7/31/2017 13:59,17784,42.289034,-71.0155788
7/31/2017 14:29,17784,42.28869,-71.0135435
7/31/2017 14:59,17784,42.2882166666667,-71.0109671111111
7/31/2017 15:29,17784,42.288922,-71.0092683
7/31/2017 15:59,17784,42.289298,-71.0131066
7/31/2017 16:29,17784,42.2888525,-71.0172784375
7/31/2017 16:59,17784,42.28877,-71.018051
7/31/2017 17:29,17784,42.28877,-71.018051
7/31/2017 17:59,17784,42.28877,-71.018051
7/31/2017 18:29,17784,42.28877,-71.018051
7/31/2017 18:59,17784,42.28877,-71.018051
7/31/2017 19:29,17784,42.28877,-71.018051
7/31/2017 19:59,17784,42.28877,-71.018051
7/31/2017 20:29,17784,42.28877,-71.018051
7/31/2017 20:59,17784,42.28899,-71.0159908333333
7/31/2017 21:29,17784,42.2890029411765,-71.0158696470588
7/31/2017 21:59,17784,42.2892563157895,-71.0134969473684
7/31/2017 22:29,17784,42.289122,-71.0147547333333
7/31/2017 22:59,17784,42.28877,-71.018051
7/31/2017 23:29,17784,42.28877,-71.018051
7/31/2017 23:59,17784,42.28877,-71.018051
8/1/2017 0:29,17784,42.2889166666667,-71.0166775555556
8/1/2017 0:59,17784,42.28877,-71.018051
8/1/2017 1:29,17784,42.28877,-71.018051
8/1/2017 1:59,17784,42.28877,-71.018051
8/1/2017 2:29,17784,42.28877,-71.018051
8/1/2017 2:59,17784,42.28877,-71.018051
8/1/2017 3:29,17784,42.28877,-71.018051
8/1/2017 3:59,17784,42.28877,-71.018051
8/1/2017 4:29,17784,42.28877,-71.018051
8/1/2017 4:59,17784,42.28877,-71.018051
8/1/2017 5:29,17784,42.2890805882353,-71.0151425294118
8/1/2017 5:59,17784,42.2889252941176,-71.0165967647059
8/1/2017 6:29,17784,42.288935,-71.016505875
8/1/2017 6:59,17784,42.2889730769231,-71.0161493076923
8/1/2017 7:29,17784,42.28899,-71.0159908333333
8/1/2017 7:59,17784,42.28877,-71.018051
8/1/2017 8:29,17784,42.28877,-71.018051
8/1/2017 8:59,17784,42.28889,-71.0169272727273
8/1/2017 9:29,17784,42.2890633333333,-71.0153041111111
8/1/2017 9:59,17784,42.28877,-71.018051
8/1/2017 10:59,17784,42.28877,-71.018051
8/1/2017 11:29,17784,42.28877,-71.018051
8/1/2017 14:29,17784,42.28877,-71.018051
8/1/2017 14:59,17784,42.28877,-71.018051
8/1/2017 15:29,17784,42.28877,-71.018051
8/1/2017 15:59,17784,42.28877,-71.018051
8/1/2017 16:29,17784,42.28877,-71.018051
8/1/2017 16:59,17784,42.28877,-71.018051
8/1/2017 17:29,17784,42.28877,-71.018051
8/1/2017 17:59,17784,42.28877,-71.018051
8/1/2017 18:29,17784,42.28877,-71.018051
8/1/2017 18:59,17784,42.28877,-71.018051
8/1/2017 19:29,17784,42.28877,-71.018051
8/1/2017 19:59,17784,42.28877,-71.018051
8/1/2017 20:29,17784,42.28877,-71.018051
8/1/2017 20:59,17784,42.28877,-71.018051
8/1/2017 21:29,17784,42.28877,-71.018051
8/1/2017 21:59,17784,42.28877,-71.018051
8/1/2017 22:29,17784,42.28877,-71.018051
8/1/2017 22:59,17784,42.28877,-71.018051
8/1/2017 23:29,17784,42.28877,-71.018051
8/1/2017 23:59,17784,42.28877,-71.018051
8/2/2017 0:29,17784,42.28877,-71.018051
8/2/2017 0:59,17784,42.28877,-71.018051
8/2/2017 1:29,17784,42.28921,-71.0139306666667
8/2/2017 1:59,17784,42.289034,-71.0155788
8/2/2017 2:29,17784,42.288858,-71.0172269333333
8/2/2017 2:59,17784,42.28877,-71.018051
8/2/2017 3:29,17784,42.28877,-71.018051
8/2/2017 3:59,17784,42.28877,-71.018051
8/2/2017 4:29,17784,42.2888715384615,-71.0171001538462
8/2/2017 4:59,17784,42.28877,-71.018051
8/2/2017 5:29,17784,42.2891,-71.01496075
8/2/2017 5:59,17784,42.29009,-71.00569
8/2/2017 6:29,17784,42.29009,-71.00569
8/2/2017 6:59,17784,42.29009,-71.00569
8/2/2017 7:29,17784,42.289265,-71.013415625
8/2/2017 7:59,17784,42.2890175,-71.0157333125
8/2/2017 8:29,17784,42.2888715384615,-71.0171001538462
8/2/2017 8:59,17784,42.28877,-71.018051
8/2/2017 9:29,17784,42.28877,-71.018051
8/2/2017 9:59,17784,42.28877,-71.018051
8/2/2017 10:29,17784,42.2891825,-71.0141881875
8/2/2017 10:59,17784,42.289034,-71.0155788
8/2/2017 11:29,17784,42.28901,-71.0158035454545
8/2/2017 11:59,17784,42.28877,-71.018051
8/2/2017 12:29,17784,42.2888423809524,-71.0138687619048
8/2/2017 12:59,17784,42.28877,-71.018051
8/2/2017 13:29,17784,42.28877,-71.018051
8/2/2017 13:59,17784,42.28877,-71.018051
8/2/2017 14:29,17784,42.28877,-71.018051
8/2/2017 14:59,17784,42.28877,-71.018051
8/2/2017 15:29,17784,42.288858,-71.0172269333333
8/2/2017 15:59,17784,42.28877,-71.018051
8/2/2017 16:29,17784,42.28877,-71.018051
8/2/2017 19:29,17784,42.28877,-71.018051
8/2/2017 19:59,17784,42.28877,-71.018051
8/2/2017 21:29,17784,42.28877,-71.018051
8/2/2017 21:59,17784,42.28877,-71.018051
8/2/2017 22:29,17784,42.28877,-71.018051
8/2/2017 22:59,17784,42.28877,-71.018051
8/2/2017 23:29,17784,42.28877,-71.018051
8/2/2017 23:59,17784,42.2834366666667,-71.0066668333333
8/3/2017 0:29,17784,42.28237,-71.00439
8/3/2017 0:59,17784,42.2785,-70.99009
8/3/2017 3:29,17784,42.2785,-70.99009
8/3/2017 3:59,17784,42.2785,-70.99009
8/3/2017 4:29,17784,42.2785,-70.99009
8/3/2017 4:59,17784,42.2785,-70.99009
8/3/2017 5:29,17784,42.2785,-70.99009
8/3/2017 5:59,17784,42.2785,-70.99009
8/3/2017 6:29,17784,42.2785,-70.99009
8/3/2017 6:59,17784,42.2785,-70.99009
8/3/2017 7:29,17784,42.2785,-70.99009
8/3/2017 7:59,17784,42.2785,-70.99009
8/3/2017 8:29,17784,42.2785,-70.99009
8/3/2017 8:59,17784,42.2785,-70.99009
8/3/2017 9:29,17784,42.2785,-70.99009
8/3/2017 9:59,17784,42.2785,-70.99009
8/3/2017 10:29,17784,42.2785,-70.99009
8/3/2017 10:59,17784,42.2785,-70.99009
8/3/2017 11:29,17784,42.2785,-70.99009
8/3/2017 11:59,17784,42.2785,-70.99009
8/3/2017 12:29,17784,42.2785,-70.99009
8/3/2017 12:59,17784,42.2785,-70.99009
8/3/2017 13:29,17784,42.2785,-70.99009
8/3/2017 13:59,17784,42.2785,-70.99009
8/3/2017 14:29,17784,42.2785,-70.99009
8/3/2017 14:59,17784,42.2785,-70.99009
8/3/2017 15:29,17784,42.2785,-70.99009
8/3/2017 15:59,17784,42.2785,-70.99009
8/3/2017 17:59,17784,42.2785,-70.99009
8/3/2017 18:29,17784,42.2785,-70.99009
8/3/2017 18:59,17784,42.2785,-70.99009
8/3/2017 19:29,17784,42.2785,-70.99009
8/3/2017 19:59,17784,42.2785,-70.99009
8/3/2017 20:29,17784,42.2785,-70.99009
8/3/2017 20:59,17784,42.2785,-70.99009
8/3/2017 21:29,17784,42.2785,-70.99009
8/3/2017 21:59,17784,42.2785,-70.99009
8/3/2017 22:59,17784,42.2785,-70.99009
8/3/2017 23:29,17784,42.2785,-70.99009
8/3/2017 23:59,17784,42.2785,-70.99009
8/4/2017 0:29,17784,42.2785,-70.99009
8/4/2017 3:29,17784,42.2785,-70.99009
8/4/2017 3:59,17784,42.2785,-70.99009
8/4/2017 4:59,17784,42.2785,-70.99009
8/4/2017 5:29,17784,42.2785,-70.99009
8/4/2017 5:59,17784,42.2785,-70.99009
8/4/2017 6:29,17784,42.28108,-70.9996233333333
8/4/2017 6:59,17784,42.2866588888889,-71.0051122222222
8/4/2017 7:29,17784,42.29009,-71.00569
8/4/2017 7:59,17784,42.2897128571429,-71.0092217142857
8/4/2017 8:29,17784,42.28877,-71.018051
8/4/2017 8:59,17784,42.2888525,-71.0172784375
8/4/2017 9:29,17784,42.2890528571429,-71.0154022142857
8/4/2017 9:59,17784,42.289034,-71.0155788
8/4/2017 10:29,17784,42.288935,-71.016505875
8/4/2017 10:59,17784,42.28877,-71.018051
8/4/2017 11:29,17784,42.28877,-71.018051
8/4/2017 11:59,17784,42.28877,-71.018051
8/4/2017 12:29,17784,42.28877,-71.018051
8/4/2017 12:59,17784,42.2888642857143,-71.0171680714286
8/4/2017 13:29,17784,42.28877,-71.018051
8/4/2017 13:59,17784,42.28877,-71.018051
8/4/2017 14:29,17784,42.28877,-71.018051
8/4/2017 14:59,17784,42.28877,-71.018051
8/4/2017 15:29,17784,42.28877,-71.018051
8/4/2017 15:59,17784,42.28877,-71.018051
8/4/2017 16:29,17784,42.28877,-71.018051
8/4/2017 16:59,17784,42.28877,-71.018051
8/4/2017 17:29,17784,42.28877,-71.018051
8/4/2017 19:29,17784,42.28877,-71.018051
8/4/2017 19:59,17784,42.28877,-71.018051
8/4/2017 21:29,17784,42.28877,-71.018051
8/4/2017 21:59,17784,42.28877,-71.018051
8/4/2017 22:29,17784,42.28877,-71.018051
8/4/2017 22:59,17784,42.28877,-71.018051
8/4/2017 23:29,17784,42.28877,-71.018051
8/4/2017 23:59,17784,42.28877,-71.018051
8/5/2017 0:29,17784,42.28877,-71.018051
8/5/2017 0:59,17784,42.28877,-71.018051
8/5/2017 1:29,17784,42.28877,-71.018051
8/5/2017 1:59,17784,42.28877,-71.018051
8/5/2017 2:29,17784,42.2889585714286,-71.0162851428571
8/5/2017 2:59,17784,42.2888525,-71.0172784375
8/5/2017 3:29,17784,42.2891825,-71.0141881875
8/5/2017 3:59,17784,42.2892358823529,-71.0136882941176
8/5/2017 4:29,17784,42.28878,-71.0142777
8/5/2017 4:59,17784,42.2893792307692,-71.0123459230769
8/5/2017 5:29,17784,42.2893566666667,-71.0125572222222
8/5/2017 5:59,17784,42.289298,-71.0131066
8/5/2017 6:29,17784,42.2891481818182,-71.0078192727273
8/5/2017 6:59,17784,42.2879652,-71.01086884
8/5/2017 7:29,17784,42.288272,-71.0116755
8/5/2017 7:59,17784,42.29009,-71.00569
8/5/2017 8:29,17784,42.29009,-71.00569
8/5/2017 8:59,17784,42.2880288235294,-71.0120046470588
8/5/2017 9:29,17784,42.28888,-71.0170209166667
8/5/2017 9:59,17784,42.2891,-71.01496075
8/5/2017 10:29,17784,42.289034,-71.0155788
8/5/2017 10:59,17784,42.2890746153846,-71.0151984615385
8/5/2017 11:29,17784,42.2888715384615,-71.0171001538462
8/5/2017 11:59,17784,42.28877,-71.018051
8/5/2017 12:29,17784,42.28877,-71.018051
8/5/2017 12:59,17784,42.28877,-71.018051
8/5/2017 13:29,17784,42.28877,-71.018051
8/5/2017 13:59,17784,42.28877,-71.018051
8/5/2017 14:29,17784,42.28889,-71.0169272727273
8/5/2017 14:59,17784,42.28877,-71.018051
8/5/2017 15:29,17784,42.28877,-71.018051
8/5/2017 15:59,17784,42.28877,-71.018051
8/5/2017 16:29,17784,42.28877,-71.018051
8/5/2017 16:59,17784,42.28877,-71.018051
8/5/2017 17:29,17784,42.28877,-71.018051
8/5/2017 17:59,17784,42.28877,-71.018051
8/5/2017 18:29,17784,42.28877,-71.018051
8/5/2017 18:59,17784,42.28877,-71.018051
8/5/2017 19:29,17784,42.28877,-71.018051
8/5/2017 19:59,17784,42.28877,-71.018051
8/5/2017 21:59,17784,42.29009,-71.00569
8/5/2017 22:29,17784,42.28925,-71.0135560909091
8/5/2017 22:59,17784,42.2888715384615,-71.0171001538462
8/5/2017 23:29,17784,42.28877,-71.018051
8/5/2017 23:59,17784,42.28877,-71.018051
8/6/2017 0:29,17784,42.2881723529412,-71.0149895882353
8/6/2017 0:59,17784,42.28932,-71.0129005833333
8/6/2017 1:29,17784,42.29009,-71.00569
8/6/2017 1:59,17784,42.29009,-71.00569
8/6/2017 2:29,17784,42.2892358823529,-71.0136882941176
8/6/2017 2:59,17784,42.2888715384615,-71.0171001538462
8/6/2017 3:29,17784,42.28877,-71.018051
8/6/2017 3:59,17784,42.28877,-71.018051
8/6/2017 4:29,17784,42.28877,-71.018051
8/6/2017 4:59,17784,42.28877,-71.018051
8/6/2017 5:29,17784,42.28877,-71.018051
8/6/2017 5:59,17784,42.288935,-71.016505875
